prod_id,prod_name,Platform,prod_category,Seller_name,act_price,dis_price,dis_percent,Day of order,State_,cust_review,Seller_name_dup,cust_rating,Festival_Sale,mode_of_pay
PID000865,Yonex Nanoray Tennis Racket,Flipkart,Sports,OfficePro,16565.23,14743.05,11,2025-04-13,Gujarat,"Excellent product, great value for money.",OfficePro,4,None,Wallet
PID000866,Hot Wheels Racing Car,Amazon,Toys,GadgetGalaxy,31271.22,25016.98,20,2025-10-29,Tripura,"Battery life is outstanding, lasts all day.",GadgetGalaxy,4,GIF,Debit Card
PID000867,Samsung Galaxy S23 Ultra,Flipkart,Electronics,BabyCarePlus,692.63,505.62,27,2024-08-26,Delhi,Very satisfied — works exactly as described.,BabyCarePlus,5,None,Debit Card
PID000868,Samsung Galaxy S23 Ultra,Flipkart,Electronics,BookBazaar,10051.68,8443.41,16,2024-09-12,Assam,Perfect fit and looks even better in person.,BookBazaar,5,BBD,Debit Card
PID000869,Dell Inspiron Laptop,Amazon,Electronics,Cloud Retailer,8968.66,7085.24,21,2026-10-13,Manipur,"Not satisfied, delivery was late and item damaged.",Cloud Retailer,2,GIF,Credit Card
PID000870,Puma Sports T-Shirt,Amazon,Fashion,HomeEssentials,22918.94,16501.64,28,2026-11-25,Chandigarh,Product matches description but packaging was plain.,HomeEssentials,3,GIF,Wallet
PID000871,Lego Technic Set,Flipkart,Toys,Amazon Prime Store,7392.73,6431.68,13,2025-03-02,Gujarat,Decent for occasional use.,Amazon Prime Store,3,None,Net Banking
PID000872,Decathlon Gym Bag,Flipkart,Sports,BeautyMart,46066.48,21651.25,53,2024-10-28,Nagaland,"High quality and durable, highly recommended.",BeautyMart,4,BBD,Debit Card
PID000873,Puma Sports T-Shirt,Amazon,Fashion,TechWorld,31547.07,24606.71,22,2025-12-07,Jammu & Kashmir,"Feels cheap and flimsy, not recommended.",TechWorld,2,None,Cash on Delivery
PID000874,Lego Technic Set,Amazon,Toys,StyleStreet,39591.66,22171.33,44,2025-04-30,Uttar Pradesh,"Arrived earlier than expected, very happy.",StyleStreet,5,None,Cash on Delivery
PID000875,Oxford English Dictionary,Flipkart,Books,GadgetGalaxy,9114.13,4557.06,50,2024-02-08,Assam,"Great product for the price, will buy again.",GadgetGalaxy,4,None,UPI
PID000876,Decathlon Gym Bag,Flipkart,Sports,TechWorld,10518.54,8730.39,17,2024-08-27,Uttar Pradesh,"High quality and durable, highly recommended.",TechWorld,4,None,Debit Card
PID000877,MRF Cricket Bat,Flipkart,Sports,BabyCarePlus,12875.56,11588.0,10,2026-03-17,Tamil Nadu,Very satisfied — works exactly as described.,BabyCarePlus,5,None,UPI
PID000878,Nike Premier League Football,Amazon,Sports,GadgetGalaxy,25710.65,19025.88,26,2025-12-23,West Bengal,"Great product for the price, will buy again.",GadgetGalaxy,4,None,Debit Card
PID000879,H&M Summer Dress,Flipkart,Fashion,AutoZone,1430.97,958.75,33,2024-02-11,Uttar Pradesh,Very satisfied — works exactly as described.,AutoZone,5,None,Credit Card
PID000880,Mi Fast Car Charger,Amazon,Automotive,BeautyMart,5100.77,4641.7,9,2024-10-27,Karnataka,"Arrived earlier than expected, very happy.",BeautyMart,4,GIF,Credit Card
PID000881,HP Pavilion Gaming Laptop,Flipkart,Electronics,SportsArena,9693.99,5525.57,43,2024-10-07,Mizoram,"Feels cheap and flimsy, not recommended.",SportsArena,1,BBD,Credit Card
PID000882,Sony WH-1000XM5 Headphones,Flipkart,Electronics,AutoZone,47301.59,20339.68,57,2026-01-08,West Bengal,"Excellent product, great value for money.",AutoZone,4,None,UPI
PID000883,HP Printer Ink,Amazon,Office,BeautyMart,11500.93,5520.45,52,2024-02-01,Gujarat,"High quality and durable, highly recommended.",BeautyMart,5,None,Net Banking
PID000884,Teddy Bear Plush,Flipkart,Toys,GroceryKing,39637.36,29728.02,25,2024-06-08,Himachal Pradesh,"Size and color as shown, no surprises.",GroceryKing,3,None,Net Banking
PID000885,Atomic Habits,Amazon,Books,Cloud Retailer,18860.07,11127.44,41,2026-07-31,Chandigarh,Overpriced for the quality offered.,Cloud Retailer,2,None,Credit Card
PID000886,Puma Sports T-Shirt,Flipkart,Fashion,OfficePro,21400.82,10058.39,53,2024-09-11,Tamil Nadu,"Arrived earlier than expected, very happy.",OfficePro,4,BBD,UPI
PID000887,OnePlus 12 5G,Amazon,Electronics,GroceryKing,28495.91,12538.2,56,2025-12-17,Punjab,Five stars — exceeded my expectations.,GroceryKing,4,None,Debit Card
PID000888,Canon EOS 90D Camera,Flipkart,Electronics,Flipkart Seller123,26817.63,22258.63,17,2024-10-11,Gujarat,"Battery life is outstanding, lasts all day.",Flipkart Seller123,4,BBD,UPI
PID000889,OnePlus 12 5G,Flipkart,Electronics,Amazon Prime Store,33809.3,28399.81,16,2024-06-01,West Bengal,Five stars — exceeded my expectations.,Amazon Prime Store,5,None,Credit Card
PID000890,Whirlpool Microwave Oven,Amazon,Home Appliances,BookBazaar,11805.36,6256.84,47,2024-11-07,Maharashtra,"Great product for the price, will buy again.",BookBazaar,4,GIF,UPI
PID000891,Casio G-Shock Watch,Amazon,Fashion,AutoZone,8020.37,7057.93,12,2026-03-30,West Bengal,Customer support was helpful and responsive.,AutoZone,5,None,Credit Card
PID000892,Dell Inspiron Laptop,Amazon,Electronics,HomeEssentials,21723.59,10861.8,50,2026-10-10,Kerala,Product matches description but packaging was plain.,HomeEssentials,3,GIF,Wallet
PID000893,Maybelline Mascara,Amazon,Beauty,GadgetGalaxy,13916.96,13221.11,5,2026-09-17,Maharashtra,"Battery drains quickly, disappointed.",GadgetGalaxy,1,None,Debit Card
PID000894,L'Oreal Paris Shampoo,Amazon,Beauty,StyleStreet,23118.19,13639.73,41,2025-04-11,Tamil Nadu,Very satisfied — works exactly as described.,StyleStreet,5,None,Cash on Delivery
PID000895,H&M Summer Dress,Flipkart,Fashion,AutoZone,30728.77,13520.66,56,2026-01-02,Tamil Nadu,"Size and color as shown, no surprises.",AutoZone,3,None,Cash on Delivery
PID000896,Atomic Habits,Flipkart,Books,FashionFiesta,34986.4,31137.9,11,2024-09-24,Karnataka,"Excellent product, great value for money.",FashionFiesta,4,BBD,Cash on Delivery
PID000897,MuscleBlaze Whey Protein,Flipkart,Grocery,HomeEssentials,33399.52,30393.56,9,2024-11-24,Mizoram,Decent for occasional use.,HomeEssentials,3,None,Debit Card
PID000898,Nike Air Max Sneakers,Amazon,Fashion,Amazon Prime Store,25318.86,11646.68,54,2026-10-31,Karnataka,"Great product for the price, will buy again.",Amazon Prime Store,5,GIF,Credit Card
PID000899,Penguin Classic Novel,Amazon,Books,Flipkart Seller123,32015.56,16648.09,48,2024-01-21,Uttar Pradesh,"Size and color as shown, no surprises.",Flipkart Seller123,3,None,Debit Card
PID000900,Philips Mixer Grinder HL7756,Amazon,Home Appliances,Cloud Retailer,12680.17,6340.09,50,2024-05-15,Haryana,Packaging was damaged and parts missing.,Cloud Retailer,2,None,UPI
PID000901,Apple iPhone 14 Pro Max,Flipkart,Electronics,BeautyMart,35736.36,23943.36,33,2024-09-26,Meghalaya,Perfect fit and looks even better in person.,BeautyMart,5,BBD,Credit Card
PID000902,Nike Premier League Football,Amazon,Sports,FashionFiesta,14848.4,9057.52,39,2024-02-12,Maharashtra,Product matches description but packaging was plain.,FashionFiesta,3,None,Net Banking
PID000903,Apple iPad Air,Flipkart,Electronics,BabyCarePlus,9061.42,4530.71,50,2024-09-12,Karnataka,"Arrived earlier than expected, very happy.",BabyCarePlus,5,BBD,Net Banking
PID000904,Prestige Electric Kettle,Amazon,Home Appliances,HomeEssentials,22310.54,12717.01,43,2025-11-11,Himachal Pradesh,Customer support was helpful and responsive.,HomeEssentials,5,GIF,Wallet
PID000905,Dell Inspiron Laptop,Flipkart,Electronics,Flipkart Seller123,998.71,938.79,6,2025-05-15,Manipur,Packaging was damaged and parts missing.,Flipkart Seller123,1,None,Net Banking
PID000906,Apple iPhone 14 Pro Max,Amazon,Electronics,FashionFiesta,36255.77,33717.87,7,2026-10-29,Tripura,Very satisfied — works exactly as described.,FashionFiesta,4,GIF,Debit Card
PID000907,MRF Cricket Bat,Amazon,Sports,AutoZone,46958.38,41323.37,12,2026-08-28,Uttar Pradesh,Very satisfied — works exactly as described.,AutoZone,5,None,Credit Card
PID000908,Dabur Organic Honey,Flipkart,Grocery,Cloud Retailer,19581.5,12923.79,34,2025-01-13,Madhya Pradesh,Perfect fit and looks even better in person.,Cloud Retailer,5,None,Debit Card
PID000909,Canon EOS 90D Camera,Amazon,Electronics,HomeEssentials,38423.75,24591.2,36,2024-11-16,Assam,"Received a defective unit, had to return.",HomeEssentials,1,GIF,Net Banking
PID000910,Apple iPhone 14 Pro Max,Amazon,Electronics,GroceryKing,49074.51,25028.0,49,2025-03-15,Uttar Pradesh,Fast delivery and superb packaging.,GroceryKing,4,None,UPI
PID000911,HP Printer Ink,Flipkart,Office,Flipkart Seller123,16888.24,9626.3,43,2025-10-21,Uttar Pradesh,"Battery drains quickly, disappointed.",Flipkart Seller123,2,BBD,UPI
PID000912,Forest Essentials Perfume,Amazon,Beauty,Cloud Retailer,11783.77,6598.91,44,2024-11-20,Tamil Nadu,"Okay product, nothing special.",Cloud Retailer,3,GIF,Net Banking
PID000913,Nike Premier League Football,Amazon,Sports,TechWorld,7050.26,4512.17,36,2025-11-28,Uttar Pradesh,Fast delivery and superb packaging.,TechWorld,5,GIF,UPI
PID000914,Chicco Baby Stroller,Amazon,Toys,GadgetGalaxy,37014.93,27391.05,26,2025-05-01,Madhya Pradesh,"Battery life is outstanding, lasts all day.",GadgetGalaxy,5,None,Net Banking
PID000915,Dabur Organic Honey,Flipkart,Grocery,Cloud Retailer,11604.7,5686.3,51,2025-10-01,Karnataka,"High quality and durable, highly recommended.",Cloud Retailer,5,BBD,Credit Card
PID000916,Steelbird Bike Helmet,Amazon,Automotive,AutoZone,26169.3,21982.21,16,2025-06-12,Maharashtra,"Excellent product, great value for money.",AutoZone,4,None,UPI
PID000917,OnePlus 12 5G,Amazon,Electronics,BookBazaar,6452.94,5420.47,16,2024-11-28,Karnataka,"High quality and durable, highly recommended.",BookBazaar,4,GIF,Credit Card
PID000918,OnePlus 12 5G,Flipkart,Electronics,BookBazaar,12397.26,10413.7,16,2026-11-07,Tamil Nadu,Perfect fit and looks even better in person.,BookBazaar,4,None,Debit Card
PID000919,Apple iPad Air,Amazon,Electronics,Flipkart Seller123,47560.46,34243.53,28,2026-06-03,West Bengal,Fast delivery and superb packaging.,Flipkart Seller123,4,None,Debit Card
PID000920,Steelbird Bike Helmet,Flipkart,Automotive,StyleStreet,1186.59,842.48,29,2024-08-03,Himachal Pradesh,Very satisfied — works exactly as described.,StyleStreet,4,None,Wallet
PID000921,Maybelline Mascara,Amazon,Beauty,FashionFiesta,13013.13,8588.67,34,2026-10-16,Uttar Pradesh,Perfect fit and looks even better in person.,FashionFiesta,5,GIF,UPI
PID000922,Adidas Ultraboost Shoes,Amazon,Fashion,StyleStreet,9946.64,8255.71,17,2025-09-02,Jharkhand,"Arrived earlier than expected, very happy.",StyleStreet,5,None,Debit Card
PID000923,Dyson V11 Vacuum Cleaner,Flipkart,Home Appliances,BabyCarePlus,19325.06,14687.05,24,2026-10-06,Maharashtra,Five stars — exceeded my expectations.,BabyCarePlus,4,BBD,Cash on Delivery
PID000924,Kent RO Water Purifier,Amazon,Home Appliances,FashionFiesta,9872.56,6713.34,32,2026-07-31,Gujarat,Packaging was damaged and parts missing.,FashionFiesta,1,None,UPI
PID000925,Lego Technic Set,Flipkart,Toys,AutoZone,46340.63,22243.5,52,2025-05-21,Maharashtra,"Great product for the price, will buy again.",AutoZone,5,None,Cash on Delivery
PID000926,Barbie Dreamhouse,Amazon,Toys,ElectroHub,13214.27,8721.42,34,2024-02-05,Tamil Nadu,"Poor quality, stopped working within a week.",ElectroHub,2,None,UPI
PID000927,Apple iPhone 14 Pro Max,Amazon,Electronics,Flipkart Seller123,32290.99,22926.6,29,2024-11-21,Jammu & Kashmir,Five stars — exceeded my expectations.,Flipkart Seller123,4,GIF,Credit Card
PID000928,LG 260L Refrigerator,Amazon,Home Appliances,OfficePro,12792.99,9722.67,24,2025-10-20,Haryana,"Arrived earlier than expected, very happy.",OfficePro,4,GIF,Debit Card
PID000929,Teddy Bear Plush,Flipkart,Toys,Flipkart Seller123,5641.85,3328.69,41,2025-11-29,Tripura,Good value if you catch it on discount.,Flipkart Seller123,3,BF,Debit Card
PID000930,Teddy Bear Plush,Amazon,Toys,HomeEssentials,519.73,441.77,15,2024-11-15,Delhi,"Average quality, does the job.",HomeEssentials,3,GIF,Net Banking
PID000931,Dove Body Lotion,Flipkart,Beauty,HomeEssentials,36705.5,31199.67,15,2024-08-01,Odisha,Fast delivery and superb packaging.,HomeEssentials,5,None,Credit Card
PID000932,Lakme 9to5 Lipstick,Amazon,Beauty,GadgetGalaxy,28441.19,23321.78,18,2026-09-25,Chhattisgarh,"Excellent product, great value for money.",GadgetGalaxy,5,None,Cash on Delivery
PID000933,Canon EOS 90D Camera,Amazon,Electronics,GadgetGalaxy,31416.5,17593.24,44,2026-12-15,Maharashtra,Fast delivery and superb packaging.,GadgetGalaxy,5,None,Credit Card
PID000934,Apple iPhone 14 Pro Max,Amazon,Electronics,GroceryKing,1677.4,1341.92,20,2025-10-11,Maharashtra,Very satisfied — works exactly as described.,GroceryKing,4,GIF,Debit Card
PID000935,MuscleBlaze Whey Protein,Amazon,Grocery,TechWorld,5022.72,3114.09,38,2024-09-29,Kerala,"Size and color as shown, no surprises.",TechWorld,3,None,Wallet
PID000936,Atomic Habits,Flipkart,Books,GroceryKing,30297.7,22420.3,26,2024-10-29,Ladakh,"Battery life is outstanding, lasts all day.",GroceryKing,4,BBD,Cash on Delivery
PID000937,Everest Masala Pack,Flipkart,Grocery,AutoZone,30618.29,22351.35,27,2024-01-29,Maharashtra,"Received a defective unit, had to return.",AutoZone,2,None,Cash on Delivery
PID000938,Hot Wheels Racing Car,Flipkart,Toys,Cloud Retailer,30175.08,12070.03,60,2026-10-16,Uttar Pradesh,"High quality and durable, highly recommended.",Cloud Retailer,4,BBD,UPI
PID000939,Dove Body Lotion,Flipkart,Beauty,BookBazaar,355.83,195.71,45,2024-06-29,Maharashtra,Packaging was damaged and parts missing.,BookBazaar,1,None,Debit Card
PID000940,Mi Fast Car Charger,Amazon,Automotive,GadgetGalaxy,11831.22,7571.98,36,2025-11-07,Goa,Five stars — exceeded my expectations.,GadgetGalaxy,4,GIF,Debit Card
PID000941,Tata Tea Premium,Flipkart,Grocery,Amazon Prime Store,36767.03,28310.61,23,2024-10-29,Arunachal Pradesh,Fast delivery and superb packaging.,Amazon Prime Store,4,BBD,Cash on Delivery
PID000942,Apple iPad Air,Amazon,Electronics,Flipkart Seller123,15207.15,7907.72,48,2025-10-26,Karnataka,"Battery drains quickly, disappointed.",Flipkart Seller123,1,GIF,Debit Card
PID000943,Indian Vegetarian Cookbook,Amazon,Books,BeautyMart,12319.13,10471.26,15,2025-12-15,Delhi,"Okay product, nothing special.",BeautyMart,3,None,Wallet
PID000944,Sony WH-1000XM5 Headphones,Amazon,Electronics,AutoZone,38362.18,31073.37,19,2026-09-16,Puducherry,Works fine but build feels a bit light.,AutoZone,3,None,Net Banking
PID000945,Maybelline Mascara,Amazon,Beauty,StyleStreet,4704.0,2399.04,49,2024-10-19,Andaman & Nicobar,"High quality and durable, highly recommended.",StyleStreet,5,GIF,Net Banking
PID000946,Dabur Organic Honey,Amazon,Grocery,AutoZone,45526.32,21852.63,52,2024-01-18,Madhya Pradesh,"Size and color as shown, no surprises.",AutoZone,3,None,Net Banking
PID000947,Steelbird Bike Helmet,Flipkart,Automotive,BeautyMart,13102.88,10089.22,23,2024-07-29,Uttar Pradesh,Very satisfied — works exactly as described.,BeautyMart,5,None,UPI
PID000948,Lego Technic Set,Amazon,Toys,BabyCarePlus,6545.39,4909.04,25,2026-11-02,Jharkhand,Will not buy from this seller again.,BabyCarePlus,1,GIF,Debit Card
PID000949,HP Printer Ink,Amazon,Office,OfficePro,16118.22,11605.12,28,2026-10-19,Gujarat,Product matches description but packaging was plain.,OfficePro,3,GIF,UPI
PID000950,Canon EOS 90D Camera,Amazon,Electronics,Cloud Retailer,27006.99,17824.61,34,2025-11-18,Meghalaya,Perfect fit and looks even better in person.,Cloud Retailer,5,GIF,UPI
PID000951,JBL Flip 6 Speaker,Flipkart,Electronics,HomeEssentials,7464.36,3956.11,47,2025-10-26,Kerala,"Average quality, does the job.",HomeEssentials,3,BBD,Debit Card
PID000952,JBL Flip 6 Speaker,Amazon,Electronics,StyleStreet,31627.64,25934.66,18,2025-12-30,Maharashtra,Customer support was helpful and responsive.,StyleStreet,4,None,Cash on Delivery
PID000953,Parker Pen Set,Amazon,Office,BeautyMart,35080.29,32273.87,8,2024-10-02,Nagaland,"Poor quality, stopped working within a week.",BeautyMart,2,GIF,Net Banking
PID000954,Parker Pen Set,Flipkart,Office,Cloud Retailer,27487.56,20340.79,26,2026-10-16,Ladakh,"Great product for the price, will buy again.",Cloud Retailer,4,BBD,Net Banking
PID000955,Boat Bluetooth Speaker,Flipkart,Electronics,HomeEssentials,14261.73,11837.24,17,2025-05-11,Uttar Pradesh,"Delivery was on time, product is acceptable.",HomeEssentials,3,None,Credit Card
PID000956,Philips Desk Lamp,Amazon,Office,GadgetGalaxy,32800.77,19352.45,41,2025-03-20,Tamil Nadu,"Great product for the price, will buy again.",GadgetGalaxy,5,None,Credit Card
PID000957,Steelbird Bike Helmet,Amazon,Automotive,Cloud Retailer,18238.84,7477.92,59,2025-10-08,Uttar Pradesh,Fast delivery and superb packaging.,Cloud Retailer,4,GIF,Wallet
PID000958,Apple iPhone 14 Pro Max,Amazon,Electronics,BabyCarePlus,48713.11,40919.01,16,2024-03-15,Jammu & Kashmir,"Received a defective unit, had to return.",BabyCarePlus,2,None,Net Banking
PID000959,Canon EOS 90D Camera,Flipkart,Electronics,BeautyMart,1892.84,1514.27,20,2024-09-04,Bihar,Perfect fit and looks even better in person.,BeautyMart,4,BBD,Wallet
PID000960,Philips Car Vacuum,Flipkart,Automotive,GadgetGalaxy,43271.81,23366.78,46,2026-04-20,Uttar Pradesh,"Great product for the price, will buy again.",GadgetGalaxy,4,None,Credit Card
PID000961,Apple iPad Air,Amazon,Electronics,KitchenCorner,11401.76,6613.02,42,2024-05-11,West Bengal,Five stars — exceeded my expectations.,KitchenCorner,4,None,Net Banking
PID000962,Steelbird Bike Helmet,Amazon,Automotive,AutoZone,24312.74,13128.88,46,2025-11-21,Gujarat,"Satisfactory performance, could be improved.",AutoZone,3,GIF,Credit Card
PID000963,Chicco Baby Stroller,Amazon,Toys,FashionFiesta,20385.46,10396.58,49,2024-11-08,Tripura,"Arrived earlier than expected, very happy.",FashionFiesta,5,GIF,Net Banking
PID000964,Boat Bluetooth Speaker,Flipkart,Electronics,Amazon Prime Store,37724.71,30934.26,18,2025-03-27,Karnataka,"Received a defective unit, had to return.",Amazon Prime Store,1,None,UPI
PID000965,Boat Bluetooth Speaker,Amazon,Electronics,GadgetGalaxy,40065.55,35257.68,12,2024-11-27,Karnataka,Five stars — exceeded my expectations.,GadgetGalaxy,5,GIF,Credit Card
PID000966,Classmate Notebook,Flipkart,Office,Flipkart Seller123,49000.44,30870.28,37,2025-02-03,Karnataka,"Arrived earlier than expected, very happy.",Flipkart Seller123,5,None,Wallet
PID000967,HP Pavilion Gaming Laptop,Amazon,Electronics,TechWorld,47321.49,29339.32,38,2026-03-24,Haryana,Overpriced for the quality offered.,TechWorld,2,None,Debit Card
PID000968,Fisher-Price Learning Toy,Flipkart,Toys,KitchenCorner,45557.0,33256.61,27,2024-11-27,Karnataka,"Arrived earlier than expected, very happy.",KitchenCorner,4,BF,Credit Card
PID000969,Samsung Galaxy S23 Ultra,Amazon,Electronics,BookBazaar,7255.03,2974.56,59,2025-11-02,Kerala,Product matches description but packaging was plain.,BookBazaar,3,GIF,Credit Card
PID000970,OnePlus 12 5G,Flipkart,Electronics,OfficePro,3903.11,3083.46,21,2025-08-07,Uttar Pradesh,Fast delivery and superb packaging.,OfficePro,5,None,Credit Card
PID000971,Everest Masala Pack,Flipkart,Grocery,ElectroHub,26888.04,24468.12,9,2025-12-28,Ladakh,Perfect fit and looks even better in person.,ElectroHub,4,None,Net Banking
PID000972,Fisher-Price Learning Toy,Amazon,Toys,KitchenCorner,30326.25,20925.11,31,2026-11-22,Ladakh,Good value if you catch it on discount.,KitchenCorner,3,GIF,Debit Card
PID000973,MRF Cricket Bat,Amazon,Sports,Flipkart Seller123,13652.24,8327.87,39,2026-04-15,Uttar Pradesh,"Arrived earlier than expected, very happy.",Flipkart Seller123,5,None,Debit Card
PID000974,Zara Leather Jacket,Amazon,Fashion,SportsArena,7487.22,3294.38,56,2024-10-23,Delhi,"Excellent product, great value for money.",SportsArena,5,GIF,Wallet
PID000975,Philips Mixer Grinder HL7756,Amazon,Home Appliances,Amazon Prime Store,8951.42,4386.2,51,2024-02-19,Manipur,Will not buy from this seller again.,Amazon Prime Store,2,None,UPI
PID000976,Chicco Baby Stroller,Flipkart,Toys,HomeEssentials,27666.8,15770.08,43,2024-10-23,Karnataka,"Excellent product, great value for money.",HomeEssentials,5,BBD,Wallet
PID000977,Sony WH-1000XM5 Headphones,Flipkart,Electronics,AutoZone,23947.72,20834.52,13,2025-10-23,Assam,"Arrived earlier than expected, very happy.",AutoZone,5,BBD,Net Banking
PID000978,Kent RO Water Purifier,Amazon,Home Appliances,SportsArena,2832.66,1388.0,51,2024-03-22,Assam,"Battery life is outstanding, lasts all day.",SportsArena,4,None,Credit Card
PID000979,Teddy Bear Plush,Flipkart,Toys,FashionFiesta,22060.21,16103.95,27,2025-09-03,Tamil Nadu,"Delivery was on time, product is acceptable.",FashionFiesta,3,BBD,Wallet
PID000980,Apple iPhone 14 Pro Max,Amazon,Electronics,HomeEssentials,20444.44,15333.33,25,2025-11-18,Maharashtra,"Okay product, nothing special.",HomeEssentials,3,GIF,Credit Card
PID000981,JBL Flip 6 Speaker,Amazon,Electronics,TechWorld,4412.34,3397.5,23,2025-01-01,Tripura,"Great product for the price, will buy again.",TechWorld,4,None,Credit Card
PID000982,MuscleBlaze Whey Protein,Flipkart,Grocery,ElectroHub,24086.87,15174.73,37,2026-06-09,Odisha,"Delivery was on time, product is acceptable.",ElectroHub,3,None,Debit Card
PID000983,Classmate Notebook,Amazon,Office,OfficePro,35189.07,16890.75,52,2024-06-18,Bihar,"Arrived earlier than expected, very happy.",OfficePro,5,None,Credit Card
PID000984,Boat Bluetooth Speaker,Flipkart,Electronics,BeautyMart,8905.75,6412.14,28,2024-04-25,Uttar Pradesh,"Delivery was on time, product is acceptable.",BeautyMart,3,None,Credit Card
PID000985,LG 260L Refrigerator,Flipkart,Home Appliances,BabyCarePlus,48492.47,35884.43,26,2026-04-05,Manipur,"Color/size mismatch, looks different than photos.",BabyCarePlus,2,None,Cash on Delivery
PID000986,HP Pavilion Gaming Laptop,Amazon,Electronics,StyleStreet,14818.54,12151.2,18,2025-09-15,Uttar Pradesh,Five stars — exceeded my expectations.,StyleStreet,5,None,Wallet
PID000987,Oxford English Dictionary,Amazon,Books,StyleStreet,3063.34,2910.17,5,2026-02-04,Tamil Nadu,"Battery life is outstanding, lasts all day.",StyleStreet,4,None,Credit Card
PID000988,Hot Wheels Racing Car,Flipkart,Toys,AutoZone,17855.71,15891.58,11,2025-06-05,Delhi,"High quality and durable, highly recommended.",AutoZone,4,None,UPI
PID000989,Philips Mixer Grinder HL7756,Amazon,Home Appliances,StyleStreet,544.14,250.3,54,2024-11-09,West Bengal,Decent for occasional use.,StyleStreet,3,GIF,Debit Card
PID000990,LG 260L Refrigerator,Flipkart,Home Appliances,SportsArena,5613.01,3760.72,33,2026-08-22,Delhi,Works fine but build feels a bit light.,SportsArena,3,None,Debit Card
PID000991,Sony WH-1000XM5 Headphones,Flipkart,Electronics,BookBazaar,5711.15,4397.59,23,2026-07-23,West Bengal,Customer support was helpful and responsive.,BookBazaar,5,None,Debit Card
PID000992,Dell Inspiron Laptop,Amazon,Electronics,StyleStreet,47993.0,37434.54,22,2026-02-14,Gujarat,"Great product for the price, will buy again.",StyleStreet,5,None,Net Banking
PID000993,Casio G-Shock Watch,Amazon,Fashion,KitchenCorner,36354.53,17450.17,52,2024-11-22,Delhi,"Size and color as shown, no surprises.",KitchenCorner,3,GIF,Wallet
PID000994,OnePlus 12 5G,Amazon,Electronics,BabyCarePlus,25100.05,11546.02,54,2025-11-14,Bihar,"Average quality, does the job.",BabyCarePlus,3,GIF,Debit Card
PID000995,Dyson V11 Vacuum Cleaner,Amazon,Home Appliances,HomeEssentials,14254.72,12829.25,10,2025-02-13,Telangana,Decent for occasional use.,HomeEssentials,3,None,Net Banking
PID000996,HP Pavilion Gaming Laptop,Amazon,Electronics,Amazon Prime Store,43235.51,22050.11,49,2024-05-25,Karnataka,Customer support was helpful and responsive.,Amazon Prime Store,5,None,Net Banking
PID000997,Barbie Dreamhouse,Amazon,Toys,KitchenCorner,30632.8,25425.22,17,2026-11-11,Rajasthan,Will not buy from this seller again.,KitchenCorner,1,GIF,Credit Card
PID000998,Canon EOS 90D Camera,Amazon,Electronics,TechWorld,13838.31,11485.8,17,2024-08-05,Maharashtra,Customer support was unhelpful and slow.,TechWorld,2,None,Credit Card
PID000999,Dyson V11 Vacuum Cleaner,Amazon,Home Appliances,KitchenCorner,15461.01,8503.56,45,2026-11-26,Uttar Pradesh,"Color/size mismatch, looks different than photos.",KitchenCorner,1,GIF,UPI
PID001000,Figaro Olive Oil,Flipkart,Grocery,HomeEssentials,5680.74,4090.13,28,2025-06-22,Assam,"Battery life is outstanding, lasts all day.",HomeEssentials,5,None,Credit Card
PID001001,Samsung Galaxy S23 Ultra,Amazon,Electronics,Cloud Retailer,2796.11,1342.13,52,2024-10-07,West Bengal,Perfect fit and looks even better in person.,Cloud Retailer,5,GIF,Wallet
PID001002,LG 260L Refrigerator,Amazon,Home Appliances,SportsArena,47426.74,34147.25,28,2025-10-20,Delhi,Very satisfied — works exactly as described.,SportsArena,5,GIF,Credit Card
PID001003,Zara Leather Jacket,Amazon,Fashion,BabyCarePlus,37198.01,21574.85,42,2026-10-19,Karnataka,"Battery life is outstanding, lasts all day.",BabyCarePlus,4,GIF,Debit Card
PID001004,Apple iPhone 14 Pro Max,Flipkart,Electronics,ElectroHub,31552.02,17984.65,43,2026-04-11,Jammu & Kashmir,Five stars — exceeded my expectations.,ElectroHub,5,None,Cash on Delivery
PID001005,Apple iPad Air,Amazon,Electronics,Amazon Prime Store,3929.0,2396.69,39,2026-08-11,Jharkhand,Perfect fit and looks even better in person.,Amazon Prime Store,4,None,Wallet
PID001006,Maybelline Mascara,Amazon,Beauty,ElectroHub,2381.79,1976.89,17,2025-12-23,Sikkim,Perfect fit and looks even better in person.,ElectroHub,4,None,Net Banking
PID001007,Ray-Ban Aviator Sunglasses,Flipkart,Fashion,Amazon Prime Store,45560.29,41459.86,9,2026-02-08,Andaman & Nicobar,"Arrived earlier than expected, very happy.",Amazon Prime Store,4,None,UPI
PID001008,JBL Flip 6 Speaker,Amazon,Electronics,SportsArena,34895.97,30359.49,13,2026-10-06,Maharashtra,Five stars — exceeded my expectations.,SportsArena,5,GIF,Wallet
PID001009,Teddy Bear Plush,Amazon,Toys,StyleStreet,34297.78,13719.11,60,2024-11-10,Karnataka,Very satisfied — works exactly as described.,StyleStreet,4,GIF,Net Banking
PID001010,Dove Body Lotion,Flipkart,Beauty,AutoZone,30439.48,24960.37,18,2025-08-28,Gujarat,Fast delivery and superb packaging.,AutoZone,5,None,UPI
